,dataset,sample,NAT_source,ref_source,WGA_source,priority,run,barcode,assembly_contigs,assembly_coverage,ONT_reads,tax_id,scientific_name,lineage,lineage_save
1638,sepsis,K-M0919,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01230_Min106_RBK110/1152_25_2/20230329_1257_X4_FAW91281_1cf4f4ea/fast5_pass/barcode62,,,0,Run01230_Min106_RBK110,62,45.0,5.0,3382,1313,Streptococcus pneumoniae,Bacteria; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Streptococcaceae; Streptococcus
1631,sepsis,K-M0912,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01230_Min106_RBK110/1152_25_2/20230329_1257_X4_FAW91281_1cf4f4ea/fast5_pass/barcode55,,,0,Run01230_Min106_RBK110,55,2.0,30.0,34866,1280,Staphylococcus aureus,Bacteria; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
339,sepsis,K-E0025,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00978_Min106_RBK110/1152_Kinbiotics0004_3/20220405_1311_X3_FAS48142_844a5357/fast5_pass/barcode71,cebitec:/prj/kinbiotics-seq/samples/K-E0025/medaka/consensus.fasta,,0,Run00978_Min106_RBK110,71,3.0,30.0,48267,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
337,sepsis,K-E0023,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00978_Min106_RBK110/1152_Kinbiotics0004_3/20220405_1311_X3_FAS48142_844a5357/fast5_pass/barcode69,cebitec:/prj/kinbiotics-seq/samples/K-E0023/medaka/consensus.fasta,,0,Run00978_Min106_RBK110,69,2.0,21.0,40681,1280,Staphylococcus aureus,Bacteria; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
352,sepsis,K-E0038,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00978_Min106_RBK110/1152_Kinbiotics0004_3/20220405_1311_X3_FAS48142_844a5357/fast5_pass/barcode84,cebitec:/prj/kinbiotics-seq/samples/K-E0038/medaka/consensus.fasta,,0,Run00978_Min106_RBK110,84,4.0,21.0,39249,287,Pseudomonas aeruginosa,Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group
349,sepsis,K-E0035,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00978_Min106_RBK110/1152_Kinbiotics0004_3/20220405_1311_X3_FAS48142_844a5357/fast5_pass/barcode81,cebitec:/prj/kinbiotics-seq/samples/K-E0035/medaka/consensus.fasta,,0,Run00978_Min106_RBK110,81,1.0,61.0,84125,584,Proteus mirabilis,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Proteus,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Proteus
348,sepsis,K-E0034,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00978_Min106_RBK110/1152_Kinbiotics0004_3/20220405_1311_X3_FAS48142_844a5357/fast5_pass/barcode80,cebitec:/prj/kinbiotics-seq/samples/K-E0034/medaka/consensus.fasta,,0,Run00978_Min106_RBK110,80,1.0,23.0,28098,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
347,sepsis,K-E0033,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00978_Min106_RBK110/1152_Kinbiotics0004_3/20220405_1311_X3_FAS48142_844a5357/fast5_pass/barcode79,cebitec:/prj/kinbiotics-seq/samples/K-E0033/medaka/consensus.fasta,,0,Run00978_Min106_RBK110,79,1.0,49.0,99474,1280,Staphylococcus aureus,Bacteria; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Bacillales; Staphylococcaceae; Staphylococcus
346,sepsis,K-E0032,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00978_Min106_RBK110/1152_Kinbiotics0004_3/20220405_1311_X3_FAS48142_844a5357/fast5_pass/barcode78,cebitec:/prj/kinbiotics-seq/samples/K-E0032/medaka/consensus.fasta,,0,Run00978_Min106_RBK110,78,1.0,24.0,34701,573,Klebsiella pneumoniae,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
360,sepsis,K-M0039,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00984_Min106_RBK110/1152_Kinbiotics_0005/20220408_0758_X3_FAS48244_6cef4517/fast5_pass/barcode07,cebitec:/prj/kinbiotics-seq/samples/K-M0039/medaka/consensus.fasta,,0,Run00984_Min106_RBK110,07,2.0,16.0,40346,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
359,sepsis,K-M0038,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00984_Min106_RBK110/1152_Kinbiotics_0005/20220408_0758_X3_FAS48244_6cef4517/fast5_pass/barcode06,cebitec:/prj/kinbiotics-seq/samples/K-M0038/medaka/consensus.fasta,,0,Run00984_Min106_RBK110,06,10.0,14.0,29529,158836,Enterobacter hormaechei,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex
297,sepsis,K-L0191,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00976_Min106_RBK110/1152_Kinbiotics0004_1/20220405_1307_X1_FAS51501_5fa11c83/fast5_pass/barcode27,cebitec:/prj/kinbiotics-seq/samples/K-L0191/medaka/consensus.fasta,,0,Run00976_Min106_RBK110,27,3.0,39.0,60297,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
357,sepsis,K-M0036,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00984_Min106_RBK110/1152_Kinbiotics_0005/20220408_0758_X3_FAS48244_6cef4517/fast5_pass/barcode04,cebitec:/prj/kinbiotics-seq/samples/K-M0036/medaka/consensus.fasta,,0,Run00984_Min106_RBK110,04,19.0,20.0,59112,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
356,sepsis,K-M0035,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00984_Min106_RBK110/1152_Kinbiotics_0005/20220408_0758_X3_FAS48244_6cef4517/fast5_pass/barcode03,cebitec:/prj/kinbiotics-seq/samples/K-M0035/medaka/consensus.fasta,,0,Run00984_Min106_RBK110,03,111.0,5.0,15643,287,Pseudomonas aeruginosa,Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group
355,sepsis,K-E0041,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00978_Min106_RBK110/1152_Kinbiotics0004_3/20220405_1311_X3_FAS48142_844a5357/fast5_pass/barcode87,cebitec:/prj/kinbiotics-seq/samples/K-E0041/medaka/consensus.fasta,,0,Run00978_Min106_RBK110,87,5.0,51.0,104511,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
354,sepsis,K-E0040,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00978_Min106_RBK110/1152_Kinbiotics0004_3/20220405_1311_X3_FAS48142_844a5357/fast5_pass/barcode86,cebitec:/prj/kinbiotics-seq/samples/K-E0040/medaka/consensus.fasta,,0,Run00978_Min106_RBK110,86,5.0,37.0,95721,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
353,sepsis,K-E0039,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00978_Min106_RBK110/1152_Kinbiotics0004_3/20220405_1311_X3_FAS48142_844a5357/fast5_pass/barcode85,cebitec:/prj/kinbiotics-seq/samples/K-E0039/medaka/consensus.fasta,,0,Run00978_Min106_RBK110,85,5.0,37.0,72376,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
303,sepsis,K-L0197,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00977_Min106_RBK110/1152_Kinbiotics0004_2/20220405_1309_X2_FAS48244_55897f49/fast5_pass/barcode33,cebitec:/prj/kinbiotics-seq/samples/K-L0197/medaka/consensus.fasta,,0,Run00977_Min106_RBK110,33,9.0,39.0,63086,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
302,sepsis,K-L0196,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00977_Min106_RBK110/1152_Kinbiotics0004_2/20220405_1309_X2_FAS48244_55897f49/fast5_pass/barcode32,cebitec:/prj/kinbiotics-seq/samples/K-L0196/medaka/consensus.fasta,,0,Run00977_Min106_RBK110,32,2.0,72.0,136099,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
300,sepsis,K-L0194,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00977_Min106_RBK110/1152_Kinbiotics0004_2/20220405_1309_X2_FAS48244_55897f49/fast5_pass/barcode30,cebitec:/prj/kinbiotics-seq/samples/K-L0194/medaka/consensus.fasta,,0,Run00977_Min106_RBK110,30,8.0,71.0,143906,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
299,sepsis,K-L0193,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00976_Min106_RBK110/1152_Kinbiotics0004_1/20220405_1307_X1_FAS51501_5fa11c83/fast5_pass/barcode29,cebitec:/prj/kinbiotics-seq/samples/K-L0193/medaka/consensus.fasta,,0,Run00976_Min106_RBK110,29,9.0,39.0,83644,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
298,sepsis,K-L0192,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00976_Min106_RBK110/1152_Kinbiotics0004_1/20220405_1307_X1_FAS51501_5fa11c83/fast5_pass/barcode28,cebitec:/prj/kinbiotics-seq/samples/K-L0192/medaka/consensus.fasta,,0,Run00976_Min106_RBK110,28,24.0,42.0,89965,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
358,sepsis,K-M0037,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run00984_Min106_RBK110/1152_Kinbiotics_0005/20220408_0758_X3_FAS48244_6cef4517/fast5_pass/barcode05,cebitec:/prj/kinbiotics-seq/samples/K-M0037/medaka/consensus.fasta,,0,Run00984_Min106_RBK110,05,98.0,10.0,19946,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
17,sepsis,K-E0438,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run001175_MIN106_RBK11096/1152_24_1/20221215_1554_X3_FAV40612_8a706507/fast5_pass/barcode18,cebitec:/prj/kinbiotics-seq/samples/K-E0438/medaka/consensus.fasta,,0,Run001175_MIN106_RBK11096,18,1.0,32.0,49481,287,Pseudomonas aeruginosa,Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group
32,sepsis,K-E0455,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run001176_Min106_RBK11096/1152_24_2/20221215_1606_X4_FAU70522_c027eee1/fast5_pass/barcode33,cebitec:/prj/kinbiotics-seq/samples/K-E0455/medaka/consensus.fasta,,0,Run001176_Min106_RBK11096,33,3.0,54.0,53108,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
31,sepsis,K-E0454,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run001176_Min106_RBK11096/1152_24_2/20221215_1606_X4_FAU70522_c027eee1/fast5_pass/barcode32,cebitec:/prj/kinbiotics-seq/samples/K-E0454/medaka/consensus.fasta,,0,Run001176_Min106_RBK11096,32,2.0,73.0,93628,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
30,sepsis,K-E0453,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run001176_Min106_RBK11096/1152_24_2/20221215_1606_X4_FAU70522_c027eee1/fast5_pass/barcode31,cebitec:/prj/kinbiotics-seq/samples/K-E0453/medaka/consensus.fasta,,0,Run001176_Min106_RBK11096,31,8.0,78.0,116863,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
29,sepsis,K-E0452,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run001176_Min106_RBK11096/1152_24_2/20221215_1606_X4_FAU70522_c027eee1/fast5_pass/barcode30,cebitec:/prj/kinbiotics-seq/samples/K-E0452/medaka/consensus.fasta,,0,Run001176_Min106_RBK11096,30,1.0,36.0,38535,158836,Enterobacter hormaechei,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex
28,sepsis,K-E0451,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run001176_Min106_RBK11096/1152_24_2/20221215_1606_X4_FAU70522_c027eee1/fast5_pass/barcode29,cebitec:/prj/kinbiotics-seq/samples/K-E0451/medaka/consensus.fasta,,0,Run001176_Min106_RBK11096,29,1.0,10.0,12220,158836,Enterobacter hormaechei,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Enterobacter; Enterobacter cloacae complex
27,sepsis,K-E0450,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run001176_Min106_RBK11096/1152_24_2/20221215_1606_X4_FAU70522_c027eee1/fast5_pass/barcode28,cebitec:/prj/kinbiotics-seq/samples/K-E0450/medaka/consensus.fasta,,0,Run001176_Min106_RBK11096,28,4.0,10.0,14844,287,Pseudomonas aeruginosa,Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Pseudomonadales; Pseudomonadaceae; Pseudomonas; Pseudomonas aeruginosa group
26,sepsis,K-E0449,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run001176_Min106_RBK11096/1152_24_2/20221215_1606_X4_FAU70522_c027eee1/fast5_pass/barcode27,cebitec:/prj/kinbiotics-seq/samples/K-E0449/medaka/consensus.fasta,,0,Run001176_Min106_RBK11096,27,1.0,66.0,64337,584,Proteus mirabilis,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Proteus,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Proteus
25,sepsis,K-E0448,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run001175_MIN106_RBK11096/1152_24_1/20221215_1554_X3_FAV40612_8a706507/fast5_pass/barcode26,cebitec:/prj/kinbiotics-seq/samples/K-E0448/medaka/consensus.fasta,,0,Run001175_MIN106_RBK11096,26,1.0,120.0,136944,584,Proteus mirabilis,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Proteus,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Proteus
1637,sepsis,K-M0918,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01230_Min106_RBK110/1152_25_2/20230329_1257_X4_FAW91281_1cf4f4ea/fast5_pass/barcode61,,,0,Run01230_Min106_RBK110,61,5.0,61.0,73036,1352,Enterococcus faecium,Bacteria; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus,cellular organisms; Bacteria; Terrabacteria group; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Enterococcus
39,sepsis,K-E0462,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run001176_Min106_RBK11096/1152_24_2/20221215_1606_X4_FAU70522_c027eee1/fast5_pass/barcode40,cebitec:/prj/kinbiotics-seq/samples/K-E0462/medaka/consensus.fasta,,0,Run001176_Min106_RBK11096,40,6.0,51.0,56981,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
38,sepsis,K-E0461,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run001176_Min106_RBK11096/1152_24_2/20221215_1606_X4_FAU70522_c027eee1/fast5_pass/barcode39,cebitec:/prj/kinbiotics-seq/samples/K-E0461/medaka/consensus.fasta,,0,Run001176_Min106_RBK11096,39,6.0,10.0,9021,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
37,sepsis,K-E0460,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run001176_Min106_RBK11096/1152_24_2/20221215_1606_X4_FAU70522_c027eee1/fast5_pass/barcode38,cebitec:/prj/kinbiotics-seq/samples/K-E0460/medaka/consensus.fasta,,0,Run001176_Min106_RBK11096,38,12.0,34.0,44465,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
35,sepsis,K-E0458,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run001176_Min106_RBK11096/1152_24_2/20221215_1606_X4_FAU70522_c027eee1/fast5_pass/barcode36,cebitec:/prj/kinbiotics-seq/samples/K-E0458/medaka/consensus.fasta,,0,Run001176_Min106_RBK11096,36,1.0,95.0,79116,584,Proteus mirabilis,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Proteus,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Proteus
34,sepsis,K-E0457,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run001176_Min106_RBK11096/1152_24_2/20221215_1606_X4_FAU70522_c027eee1/fast5_pass/barcode35,cebitec:/prj/kinbiotics-seq/samples/K-E0457/medaka/consensus.fasta,,0,Run001176_Min106_RBK11096,35,1.0,51.0,44537,584,Proteus mirabilis,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Proteus,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Morganellaceae; Proteus
33,sepsis,K-E0456,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run001176_Min106_RBK11096/1152_24_2/20221215_1606_X4_FAU70522_c027eee1/fast5_pass/barcode34,cebitec:/prj/kinbiotics-seq/samples/K-E0456/medaka/consensus.fasta,,0,Run001176_Min106_RBK11096,34,2.0,33.0,39610,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
1584,sepsis,K-M0865,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run01229_Min106_RBK110/1152_25/20230329_1252_X3_FAW91192_37bffc32/fast5_pass/barcode08,,,0,Run01229_Min106_RBK110,08,5.0,16.0,24519,571,Klebsiella oxytoca,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Klebsiella/Raoultella group; Klebsiella
6,sepsis,K-E0426,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run001175_MIN106_RBK11096/1152_24_1/20221215_1554_X3_FAV40612_8a706507/fast5_pass/barcode07,cebitec:/prj/kinbiotics-seq/samples/K-E0426/medaka/consensus.fasta,,0,Run001175_MIN106_RBK11096,07,2.0,34.0,50326,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
5,sepsis,K-E0425,cebitec:/prj/kinbiotics-seq/runs/nanopore/Run001175_MIN106_RBK11096/1152_24_1/20221215_1554_X3_FAV40612_8a706507/fast5_pass/barcode06,cebitec:/prj/kinbiotics-seq/samples/K-E0425/medaka/consensus.fasta,,0,Run001175_MIN106_RBK11096,06,7.0,15.0,22397,562,Escherichia coli,Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia,cellular organisms; Bacteria; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Escherichia
